Filename:, Arrigetch_Peaks_Environmental_Data.csv,,,,,,,,,,,
Data_Last_Modified:, 10/26/2016,,,,,,,,,,,
Data_Set_Name:, Pre-ABoVE: Arctic Vegetation Plots at Arrigetch Peaks, Alaska, 1978-1981,,,,,,,,,,,
Documentation_Link:, http://dx.doi.org/10.3334/ORNLDAAC/1358,,,,,,,,,,,
Missing Value Code:, -9999 for numeric columns.  As described for character columns.,,,,,,,,,,,
,,,,,,,,,,,
FIELD_RELEVE_NUMBER,TURBOVEG_ACCESSION_NUMBER,PLANT_COMMUNITY_NAME,ELEVATION,ASPECT,SLOPE,COVER_LITTER_LAYER,COVER_OPEN_WATER,COVER_ROCK,COVER_CRUST,COVER_BARE_SOIL,REMARKS
311,11104,Ass. Salicetum reticulatae-Dryadetum alaskensis,1010,225,-9999,35,0,1,0,5,Snowbeds. Stands occur in shallow depressions on mid to upper southwest- and southeast-facing limestone slopes where snowmelt timing affects species composition (Cooper 1986). 
356,11105,Ass. Wilhelmsio physodedis-Arctagrostietum latifoliae,1040,-9999,0,0,0,0,0,75,"Releves also in published version Cooper 1986, Phytocoenologia, Table 5, Wilhelmsia physodes-Arctagrostis latifolia community. Note: J. Sibik, 01-23-2014. This marsh community was found on a single intermittent lake bed. The lake hose water or ice during the water and drains in July filling with water after rains (Cooper 1986)."
357,11106,Ass. Wilhelmsio physodedis-Arctagrostietum latifoliae,-9999,-9999,-9999,0,0,0,0,85,This marsh community was found on a single intermittent lake bed. The lake hose water or ice during the water and drains in July filling with water after rains (Cooper 1986).
358,11107,Ass. Wilhelmsio physodedis-Arctagrostietum latifoliae,1040,-9999,0,0,0,0,0,85,"Releves also in published version Cooper 1986, Phytocoenologia, Table 5, Wilhelmsia physodes-Arctagrostis latifolia community. Note: J. Sibik, 01-23-2014. This marsh community was found on a single intermittent lake bed. The lake hose water or ice during the water and drains in July filling with water after rains (Cooper 1986)."
359,11108,Ass. Wilhelmsio physodedis-Arctagrostietum latifoliae,1040,-9999,0,0,0,0,0,85,"Releves also in published version Cooper 1986, Phytocoenologia, Table 5, Wilhelmsia physodes-Arctagrostis latifolia community. Note: J. Sibik, 01-23-2014. This marsh community was found on a single intermittent lake bed. The lake hose water or ice during the water and drains in July filling with water after rains (Cooper 1986)."
360,11109,Ass. Wilhelmsio physodedis-Arctagrostietum latifoliae,-9999,-9999,-9999,0,0,0,0,85,This marsh community was found on a single intermittent lake bed. The lake hose water or ice during the water and drains in July filling with water after rains (Cooper 1986).
361,11110,Ass. Wilhelmsio physodedis-Arctagrostietum latifoliae,-9999,-9999,-9999,0,0,0,0,85,This marsh community was found on a single intermittent lake bed. The lake hose water or ice during the water and drains in July filling with water after rains (Cooper 1986).
143,11111,Arctagrostio latifoliae-Salicetum alaxensis,1280,180,-9999,20,0,30,0,35,"Releves also in Cooper (1986), Phytocoenologia, Table 18. Successional shrub dominated vegetation. This association develops as the primary colonizer of mudflows and other disturbances, primarily in gullies and drainage ways on limestone slopes. Most stands occur well above the shrub tundra belt, in the arctic-alpine tundra belt (Cooper 1986)."
144,11112,Arctagrostio latifoliae-Salicetum alaxensis,1260,135,-9999,35,0,25,0,20,"Releves also in Cooper (1986), Phytocoenologia, Table 18. Successional shrub dominated vegetation. This association develops as the primary colonizer of mudflows and other disturbances, primarily in gullies and drainage ways on limestone slopes. Most stands occur well above the shrub tundra belt, in the arctic-alpine tundra belt (Cooper 1986)."
163,11113,Arctagrostio latifoliae-Salicetum alaxensis,1220,135,-9999,15,0,55,6,40,"Releves also in Cooper (1986), Phytocoenologia, Table 18. Successional shrub dominated vegetation. This association develops as the primary colonizer of mudflows and other disturbances, primarily in gullies and drainage ways on limestone slopes. Most stands occur well above the shrub tundra belt, in the arctic-alpine tundra belt (Cooper 1986)."
164,11114,Arctagrostio latifoliae-Salicetum alaxensis,1225,180,-9999,40,0,30,3,20,"Releves also in Cooper (1986), Phytocoenologia, Table 18. Successional shrub dominated vegetation. This association develops as the primary colonizer of mudflows and other disturbances, primarily in gullies and drainage ways on limestone slopes. Most stands occur well above the shrub tundra belt, in the arctic-alpine tundra belt (Cooper 1986)."
387,11115,Arctagrostio latifoliae-Salicetum alaxensis,1300,270,-9999,0,0,15,0,55,"Releves also in Cooper (1986), Phytocoenologia, Table 18. Successional shrub dominated vegetation. This association develops as the primary colonizer of mudflows and other disturbances, primarily in gullies and drainage ways on limestone slopes. Most stands occur well above the shrub tundra belt, in the arctic-alpine tundra belt (Cooper 1986)."
125,11116,Arctagrostio latifoliae-Salicetum alaxensis,1200,225,-9999,55,0,15,10,30,"Releves also in Cooper (1986), Phytocoenologia, Table 18. Successional shrub dominated vegetation. This association develops as the primary colonizer of mudflows and other disturbances, primarily in gullies and drainage ways on limestone slopes. Most stands occur well above the shrub tundra belt, in the arctic-alpine tundra belt (Cooper 1986)."
126,11117,Arctagrostio latifoliae-Salicetum alaxensis,1230,225,-9999,5,0,35,20,60,"Releves also in Cooper (1986), Phytocoenologia, Table 18. Successional shrub dominated vegetation. This association develops as the primary colonizer of mudflows and other disturbances, primarily in gullies and drainage ways on limestone slopes. Most stands occur well above the shrub tundra belt, in the arctic-alpine tundra belt (Cooper 1986)."
127,11118,Arctagrostio latifoliae-Salicetum alaxensis,1220,225,-9999,4,0,45,20,50,"Releves also in Cooper (1986), Phytocoenologia, Table 18. Successional shrub dominated vegetation. This association develops as the primary colonizer of mudflows and other disturbances, primarily in gullies and drainage ways on limestone slopes. Most stands occur well above the shrub tundra belt, in the arctic-alpine tundra belt (Cooper 1986)."
318,11119,Ass. Petasito frigidi-Salicetum alaxensis,1030,-9999,0,20,0,0,0,60,"Releves also in Cooper (1986), Phytocoenologia, Table 16, Petasites frigidus-Salix alaxensis community. Note: J. Sibik, 01-23-2014. Successional shrub dominated vegetation. Tall Salix dominated vegetation found along stream floodplains. Soils are gravelly and youthful (Cooper 1986)."
320,11120,Ass. Petasito frigidi-Salicetum alaxensis,1030,-9999,0,15,0,0,0,50,"Releves also in Cooper (1986), Phytocoenologia, Table 16, Petasites frigidus-Salix alaxensis community. Note: J. Sibik, 01-23-2014. Successional shrub dominated vegetation. Tall Salix dominated vegetation found along stream floodplains. Soils are gravelly and youthful (Cooper 1986)."
321,11121,Ass. Petasito frigidi-Salicetum alaxensis,1030,-9999,0,10,0,0,0,25,"Releves also in Cooper (1986), Phytocoenologia, Table 16, Petasites frigidus-Salix alaxensis community. Note: J. Sibik, 01-23-2014. Successional shrub dominated vegetation. Tall Salix dominated vegetation found along stream floodplains. Soils are gravelly and youthful (Cooper 1986)."
252,11122,Equiseto arvensis-Salicetum lanatae,910,-9999,0,80,0,0,0,0,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
493,11123,Equiseto arvensis-Salicetum lanatae,-9999,-9999,-9999,5,0,0,0,5, Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986).
36,11124,Equiseto arvensis-Salicetum lanatae,790,-9999,0,75,0,0,0,0,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
37,11125,Equiseto arvensis-Salicetum lanatae,800,-9999,0,70,0,0,0,0,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
38,11126,Equiseto arvensis-Salicetum lanatae,-9999,-9999,-9999,45,0,0,0,0,Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986).
29,11127,Equiseto arvensis-Salicetum lanatae,850,-9999,0,35,0,5,0,0,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
71,11128,Equiseto arvensis-Salicetum lanatae,790,-9999,0,85,0,0,0,0,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
72,11129,Equiseto arvensis-Salicetum lanatae,790,-9999,0,0,0,0,0,80,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
77,11130,Equiseto arvensis-Salicetum lanatae,800,-9999,0,25,0,0,0,0,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
32,11131,Equiseto arvensis-Salicetum lanatae,840,-9999,0,80,0,0,0,0,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
26,11132,Equiseto arvensis-Salicetum lanatae,780,-9999,0,75,0,0,0,0,"Cladonia acuminata=in original Cladonia norrlinii; Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
284,11133,Equiseto arvensis-Salicetum lanatae,910,-9999,0,70,0,0,0,0,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
487,11134,Equiseto arvensis-Salicetum lanatae,-9999,-9999,-9999,5,0,0,0,0,Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986).
549,11135,Equiseto arvensis-Salicetum lanatae,-9999,-9999,-9999,75,0,0,0,3,Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986).
98,11136,Equiseto arvensis-Salicetum lanatae,914,-9999,0,85,0,0,0,6,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
100,11137,Equiseto arvensis-Salicetum lanatae,900,-9999,0,80,0,5,0,2,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
101,11138,Equiseto arvensis-Salicetum lanatae,900,-9999,0,85,0,1,0,1,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
499,11139,Equiseto arvensis-Salicetum lanatae,-9999,-9999,-9999,35,0,1,0,3, Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986).
20,11140,Betulo glandulosae-Alnetum crispae,820,360,-9999,30,0,5,0,5,Didymodon rigidulus = original Didymodon acutus ditrichoides (synonym Didymodon rigidulus var. gracilis). Note J. Sibik 01-24-2014. Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
21,11141,Betulo glandulosae-Alnetum crispae,850,45,-9999,15,0,2,0,2,Didymodon rigidulus = original Didymodon acutus ditrichoides (synonym Didymodon rigidulus var. gracilis). Cladonia aberrans in original (cover 2 percent) - synonym to Cladonia stellaris - merged. Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
22,11142,Betulo glandulosae-Alnetum crispae,-9999,-9999,-9999,70,0,12,0,5,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
23,11143,Betulo glandulosae-Alnetum crispae,800,45,-9999,80,0,1,0,1,Umbilicaria cinereorufescens = original Umbilicaria cinerorufa. Is this correct name used in TV for this species? (note J. Sibik 01-24-2014). Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
34,11144,Betulo glandulosae-Alnetum crispae,820,90,-9999,80,0,4,0,2,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
35,11145,Betulo glandulosae-Alnetum crispae,820,360,-9999,75,0,8,0,5,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
73,11146,Betulo glandulosae-Alnetum crispae,850,360,-9999,85,0,0,0,0,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
197,11147,Betulo glandulosae-Alnetum crispae,950,135,-9999,90,0,10,0,5,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
198,11148,Betulo glandulosae-Alnetum crispae,-9999,-9999,-9999,95,0,0,0,0,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
412,11149,Betulo glandulosae-Alnetum crispae,-9999,-9999,-9999,70,0,15,0,25,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
413,11150,Betulo glandulosae-Alnetum crispae,-9999,-9999,-9999,30,0,1,0,3,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
488,11151,Betulo glandulosae-Alnetum crispae,915,315,-9999,20,0,15,0,2,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
550,11152,Betulo glandulosae-Alnetum crispae,910,90,-9999,15,0,60,0,3,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
225,11153,Carici scirpoideae-Kobresietum simpiciusculae,1150,90,-9999,45,0,15,0,20,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
226,11154,Carici scirpoideae-Kobresietum simpiciusculae,1150,90,-9999,40,0,40,0,15,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
376,11155,Carici scirpoideae-Kobresietum simpiciusculae,1280,45,-9999,75,0,18,0,5,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
377,11156,Carici scirpoideae-Kobresietum simpiciusculae,1275,90,-9999,65,0,15,0,5,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
378,11157,Carici scirpoideae-Kobresietum simpiciusculae,1275,90,-9999,20,0,30,0,10,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
289,11158,Carici scirpoideae-Kobresietum simpiciusculae,1275,360,-9999,15,0,20,60,65,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
290,11159,Carici scirpoideae-Kobresietum simpiciusculae,1060,360,-9999,0,0,15,30,50,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
291,11160,Carici scirpoideae-Kobresietum simpiciusculae,1060,45,-9999,55,0,7,20,20,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
292,11161,Carici scirpoideae-Kobresietum simpiciusculae,1050,360,-9999,50,0,10,45,40,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
293,11162,Carici scirpoideae-Kobresietum simpiciusculae,1050,360,-9999,30,0,15,55,30,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
12,11163,Caricetum krausei-atrofuscae,975,135,-9999,50,0,5,10,25,Didymodon rigidulus = original Didymodon acutus ditrichoides (synonym Didymodon rigidulus var. gracilis). Barbula convoluta = original Barbula convoluta gallinula. Note J. Sibik 01-24-2014. Stands occurred at waterfalls and seeps on ledges among limestone cliffs (Cooper 1986).
13,11164,Caricetum krausei-atrofuscae,975,135,-9999,30,0,20,15,60,Stands occurred at waterfalls and seeps on ledges among limestone cliffs (Cooper 1986).
231,11165,Caricetum krausei-atrofuscae,1200,90,-9999,35,0,45,10,10,Stands occurred at waterfalls and seeps on ledges among limestone cliffs (Cooper 1986).
232,11166,Caricetum krausei-atrofuscae,1220,90,-9999,35,0,40,10,15,Stands occurred at waterfalls and seeps on ledges among limestone cliffs (Cooper 1986).
233,11167,Caricetum krausei-atrofuscae,1220,90,-9999,15,0,40,5,25,Stands occurred at waterfalls and seeps on ledges among limestone cliffs (Cooper 1986).
234,11168,Caricetum krausei-atrofuscae,1200,90,-9999,30,0,35,15,25,Stands occurred at waterfalls and seeps on ledges among limestone cliffs (Cooper 1986).
313,11169,Festuco altaicae-Hylocomietum splendentis,1035,-9999,0,70,0,8,0,0,"This community is characterized by luxuriant growth of graminoids and bryophytes with a number of tall herbaceous species which characterize moist habitats as constants, and is found in depressions on granitic rocks, which were consistently moist and produced acidic humus (Cooper 1986)."
324,11170,Festuco altaicae-Hylocomietum splendentis,1035,-9999,0,70,0,4,0,0,"This community is characterized by luxuriant growth of graminoids and bryophytes with a number of tall herbaceous species which characterize moist habitats as constants, and is found in depressions on granitic rocks, which were consistently moist and produced acidic humus (Cooper 1986)."
325,11171,Festuco altaicae-Hylocomietum splendentis,1035,-9999,0,70,0,4,0,0,"This community is characterized by luxuriant growth of graminoids and bryophytes with a number of tall herbaceous species which characterize moist habitats as constants, and is found in depressions on granitic rocks, which were consistently moist and produced acidic humus (Cooper 1986)."
134,11172,Ass. Dryado octopetalae-Caricetum scirpoideae,1400,135,-9999,10,0,0,0,1,"Published releves in Table 19 (Cooper 1986), under the name Carex scirpoidea-Dryas octopetala community. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. Octopetala (Cooper 1986)."
135,11173,Ass. Dryado octopetalae-Caricetum scirpoideae,1410,135,-9999,15,0,0,0,3,"Published releves in Table 19 (Cooper 1986), under the name Carex scirpoidea-Dryas octopetala community. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. Octopetala (Cooper 1986)."
286,11174,Ass. Dryado octopetalae-Caricetum scirpoideae,1090,360,-9999,85,0,5,0,2,"Published releves in Table 19 (Cooper 1986), under the name Carex scirpoidea-Dryas octopetala community. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. Octopetala (Cooper 1986)."
244,11175,Ass. Dryado octopetalae-Caricetum scirpoideae,1340,225,-9999,35,0,25,10,30,"Published releves in Table 19 (Cooper 1986), under the name Carex scirpoidea-Dryas octopetala community. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. Octopetala (Cooper 1986)."
245,11176,Ass. Dryado octopetalae-Caricetum scirpoideae,1350,225,-9999,25,0,20,10,30,"Published releves in Table 19 (Cooper 1986), under the name Carex scirpoidea-Dryas octopetala community. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. Octopetala (Cooper 1986)."
47,11177,Ass. Dryado octopetalae-Caricetum scirpoideae,1370,180,-9999,30,0,15,0,50,"Published releves in Table 19 (Cooper 1986), under the name Carex scirpoidea-Dryas octopetala community. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. Octopetala (Cooper 1986)."
343,11178,Caricetum scirpoideae-rupestris,1020,270,-9999,60,0,15,0,12,"Published releves in Table 19 (Cooper 1986) under the same name but different Latin name?: Caricetum scorpoideo-rupestris. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
346,11179,Caricetum scirpoideae-rupestris,1030,270,-9999,25,0,45,0,35,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
347,11180,Caricetum scirpoideae-rupestris,1050,315,-9999,40,0,25,0,25,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
405,11181,Caricetum scirpoideae-rupestris,1040,315,-9999,60,0,12,0,8,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
287,11182,Caricetum scirpoideae-rupestris,1090,315,-9999,65,0,0,0,25,"Published releves in Table 19 (Cooper 1986) under the same name but different Latin name?: Caricetum scorpoideo-rupestris. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
